id,composer_id,name,solo,form
301,63,"Violin Sonata in F major, op. 16, no. 6, CW B15",0,Sonata
302,63,"Violin Sonata in G major, op. 16, no. 2, CW B11",0,Sonata
303,64,"La lontananza nostalgica utopica futura, for violin and 8 magnetic tapes",0,Misc.
304,65,"Ruralia Hungarica, for violin and piano, op. 32c",0,Misc.
305,65,"Violin Sonata, op. 21",0,Sonata
306,66,Violin Concerto in B flat major,0,Misc.
307,67,"Violin Sonatina no. 1, op. 10, LG 96",0,Misc.
308,68,"Le Printemps, for violin and piano, op. 18",0,Misc.
309,68,"Violin Sonata no. 2, op. 40",0,Sonata
310,69,"Caprilena, for solo violin",1,Misc.
311,69,"The Gaseous Water's Saleswoman, for banyan and violin",0,Misc.
312,70,"Sonata for Violin Solo, BB124, Sz.117",1,Sonata
313,70,"Albumblatt, for violin and piano, BB26b",0,Misc.
314,70,"Rhapsody for Violin and Piano no. 1, BB94a, Sz.86",0,Misc.
315,70,"Rhapsody for Violin and Piano no. 2, BB96a, Sz.89",0,Misc.
316,70,"Violin Sonata in E minor, BB28",0,Sonata
317,70,"Violin Sonata no. 2 in C major, BB85, Sz.76",0,Sonata
318,71,"Violin Sonata in A minor, WoO 2",0,Sonata
319,71,"Violin Sonata no. 1 in A minor, op. 105",0,Sonata
320,71,"Violin Sonata no. 2 in D minor, op. 121",0,Sonata
321,71,"Violin Sonata no. 3 in A minor, WoO 27",0,Sonata
322,72,"Anthemes, for solo violin",1,Misc.
323,72,"Anthemes 2, for violin and electronics",0,Misc.
324,73,"2 Pieces, for violin and piano",0,Misc.
325,74,Violin Sonata,0,Sonata
326,75,"Short Story, for violin and piano",0,Misc.
327,75,Three Preludes for Violin and Piano,0,Misc.
328,76,Violin Sonata no. 1,0,Sonata
329,76,"A Paganini, for violin",0,Misc.
330,76,"Fugue, for solo violin",1,Misc.
331,76,"Gratulationsrondo in C major, for violin and piano",0,Misc.
332,76,"Madrigal in memoriam Oleg Kagan, for violin",0,Misc.
333,76,"Silent Night, for violin and piano",0,Misc.
334,76,"Suite  in the Old Style, for violin and piano",0,Suite
335,76,Violin Sonata,0,Sonata
336,76,"Violin Sonata no. 2, ""Quasi una sonata""",0,Sonata
337,76,Violin Sonata no. 3,0,Sonata
338,77,"Violin Sonata in A major, op. 5, no. 6",0,Sonata
339,77,"Violin Sonata in A major, op. 5, no. 9",0,Sonata
340,77,"Violin Sonata in B flat major, op. 5, no. 2",0,Sonata
341,77,"Violin Sonata in C major, op. 5, no. 3",0,Sonata
342,77,"Violin Sonata in D major, op. 5, no. 1",0,Sonata
343,77,"Violin Sonata in D minor, op. 5, no. 7",0,Sonata
344,77,"Violin Sonata in D minor, op. 5, no. 12, ""La folia""",0,Sonata
345,77,"Violin Sonata in E major, op. 5, no. 11",0,Sonata
346,77,"Violin Sonata in E minor, op. 5, no. 8",0,Sonata
347,77,"Violin Sonata in F major, op. 5, no. 4",0,Sonata
348,77,"Violin Sonata in F major, op. 5, no. 10",0,Sonata
349,77,"Violin Sonata in G minor, op. 5, no. 5",0,Sonata
350,78,"6 Sonatas for Violin Solo, op. 27",1,Sonata
351,78,Violin Sonata no. 3,0,Sonata
352,78,"Rève d'enfant, for violin and piano, op. 14",0,Misc.
353,78,"Variations on Paganini's 'Caprice no. 24', for solo violin",1,Misc.
354,78,"Violin Sonata in F minor, ""Au tombeau d'après la sonate de Pietro Antonio Locatelli""",0,Sonata
355,79,"Lullaby for Anne-Sophie, for violin and piano",0,Misc.
356,79,"Partita, for violin and piano",0,Suite
357,79,"Recitativo e arioso, for violin and piano",0,Misc.
358,79,"Subito, for violin and piano",0,Misc.
359,80,"Chaconne from The Red Violin, for violin and piano",0,Misc.
360,80,"The Red Violin Caprices, for violin",0,Misc.
361,80,Violin Sonata,0,Sonata
362,81,"Violin Sonata no. 7 in C minor, op. 30 no. 2",0,Sonata
363,81,"Violin Sonata no. 9 in A major, op. 47, ""Kreutzer""",0,Sonata
364,81,"Rondo for Violin and Piano in G major, WoO 41",0,Misc.
365,81,"Violin Sonata no. 1 in D major, op. 12 no. 1",0,Sonata
366,81,"Violin Sonata no. 2 in A major, op. 12 no. 2",0,Sonata
367,81,"Violin Sonata no. 3 in E flat major, op. 12 no. 3",0,Sonata
368,81,"Violin Sonata no. 4 in A minor, op. 23",0,Sonata
369,81,"Violin Sonata no. 5 in F major, op. 24, ""Spring""",0,Sonata
370,81,"Violin Sonata no. 6 in A major, op. 30 no. 1",0,Sonata
371,81,"Violin Sonata no. 8 in G major, op. 30 no. 3",0,Sonata
372,81,"Violin Sonata no. 10 in G major, op. 96",0,Sonata
373,82,Allegro for Violin and Piano in C,0,Misc.
374,82,Andante for Violin and Piano in D minor,0,Misc.
375,82,Fugue for Violin and Piano in C minor,0,Misc.
376,82,Fugue for Violin and Piano in D minor,0,Misc.
377,82,Movement for Violin and Piano in G minor,0,Misc.
378,82,Violin Concerto,0,Misc.
379,82,Violin Sonata in E minor,0,Sonata
380,82,Violin Sonata in F,0,Sonata
381,82,Violin Sonata in F,0,Sonata
382,82,Violin Sonata in F,0,Sonata
383,82,"Violin Sonata in F major, MWVQ26",0,Sonata
384,82,"Violin Sonata in F minor, op. 4",0,Sonata
385,83,"Fantasie, for violin and piano, II/12",0,Misc.
386,83,"Theme and Variations for Violin and Piano, I/10",0,Misc.
387,84,"Meditation, for violin",0,Misc.
388,84,"Violin Sonata, op. 31, no. 1",0,Sonata
389,84,"Violin Sonata, op. 31, no. 2, ""Es ist so schönes Wetter draussen""",0,Sonata
390,84,"Violin Sonata, op. 31, no. 4",0,Sonata
391,84,Violin Sonata in C,0,Sonata
392,84,"Violin Sonata in D major, op. 11, no. 2",0,Sonata
393,84,Violin Sonata in E,0,Sonata
394,84,"Violin Sonata in E flat major, op. 11, no. 1",0,Sonata
395,85,"5 Night Pieces, for violin and piano",0,Misc.
396,85,"Fünf Nachtstücke, for violin and piano",0,Misc.
397,85,"Sonata, for violin solo",1,Sonata
398,85,"Étude Philharmonique, for violin",0,Misc.
399,86,Bagatelle for violin and piano no. 1,0,Misc.
400,86,"Haiduc, for violin and piano, op. 193",0,Misc.
401,86,"Reminiscences, for solo violin",1,Misc.
402,86,Sonata for violin and piano no. 1,0,Sonata
403,86,"Sonata for violin and piano no. 2, op. 16",0,Sonata
404,86,"Sonata for violin and piano no. 3, op. 89",0,Sonata
405,86,Violin solo,1,Misc.
406,87,"Encantamento, for violin and piano",0,Misc.
407,87,Sonata for violin and piano no. 3,0,Sonata
408,87,Sonata for violin and piano no. 7,0,Sonata
409,87,Sonata for violin and piano No 2,0,Sonata
410,87,Sonata for violin and piano No 4,0,Sonata
411,87,Sonata for violin and piano No 5,0,Sonata
412,87,Sonata for violin and piano No 6,0,Sonata
413,88,"Violin Sonata no. 3 in C minor, op. 45",0,Sonata
414,88,"Violin Sonata no. 1 in F major, op. 8",0,Sonata
415,88,"Violin Sonata no. 2 in G major, op. 13",0,Sonata
416,89,"4 Lauds, for violin",0,Misc.
417,89,"Mnemosyne, for violin",0,Misc.
418,89,"Rhapsodic Musings, for violin",0,Misc.
419,89,"Riconoscenza, for violin",0,Misc.
420,90,Violin Sonata in E minor,0,Sonata
421,91,"6 Salonstucke, for violin and pinano, op. 135",0,Misc.
422,91,"Adagio in G major, for violin and piano, WoO37",0,Misc.
423,91,"Duos concertant in E major, for violin and piano, op. 112",0,Misc.
424,91,"Potpourri on themes by Mozart for violin and string trio in B major, op. 24",0,Misc.
425,91,"Potpourri on themes from Gaveaux's 'Le petit matelot,' for violin and string trio in G major, op. 5",0,Misc.
426,91,"Rondoletto in G major, for violin and piano, op. 149",0,Misc.
427,92,"Violin Sonata in G minor, B.g5, ""The Devil's Trill""",0,Sonata
428,92,"50 Variations on a Theme of Corelli, for violin and piano",0,Misc.
429,92,"Fugue in A major, for violin and organ",0,Misc.
430,92,"Violin Sonata, B. D1",0,Sonata
431,92,"Violin Sonata, B. G10, op. 6, no. 6",0,Sonata
432,92,"Violin Sonata in A major, B.A1",0,Sonata
433,92,"Violin Sonata in A major, B. A6, op. 6, no. 4",0,Sonata
434,92,"Violin Sonata in A major, B. A19,Op.6, no. 2",0,Sonata
435,92,"Violin Sonata in B flat major, B. B5, op. 6, no. 5",0,Sonata
436,92,"Violin Sonata in B minor, B.h1",0,Sonata
437,92,"Violin Sonata in C major, B. C1",0,Sonata
438,92,"Violin Sonata in D major, B. D8, op. 6, no. 3",0,Sonata
439,92,"Violin Sonata in D minor, B. d1",0,Sonata
440,92,"Violin Sonata in D minor, B.d1",0,Sonata
441,92,"Violin Sonata in E minor, B. e1",0,Sonata
442,92,"Violin Sonata in F major, B. F1",0,Sonata
443,92,"Violin Sonata in G major, B. G1",0,Sonata
444,92,"Violin Sonata in G major, B. G2",0,Sonata
445,92,"Violin Sonata in G major, B. G8, op. 6, no. 1",0,Sonata
446,92,"Violin Sonata in G major, B.G19",0,Sonata
447,92,"Violin Sonata in G minor, B.g10, ""Didone abbandonata""",0,Sonata
448,92,"Violin Sonata in G minor, B.g11",0,Sonata
449,92,Violin Sonata no. 7 in A minor,0,Sonata
450,92,Violin Sonata no. 8 in G minor,0,Sonata
451,92,Violin Sonata no. 9 in A,0,Sonata
452,92,Violin Sonata no. 10 in B,0,Sonata
453,92,Violin Sonata no. 11 in E,0,Sonata
454,92,Violin Sonata no. 12 in G,0,Sonata
455,93,"6 Progressions Sonatas for Piano and Violin Obligato, J.99-104, op. 10b",0,Sonata
456,93,"9 Variations in D minor on a Norwegian Air, for violin and piano, op. 22, J.61",0,Misc.
457,93,"Country Dance, for violin and piano",0,Misc.
458,94,"Reveille, for violin and piano",0,Misc.
459,94,"Suite for Violin and Piano, op. 6",0,Suite
460,94,"Valse in B major, for violin and piano",0,Misc.
461,95,Violin Sonata,0,Sonata
462,95,2 Pieces for Violin and Piano,0,Misc.
463,95,"Prelude no. 1, for violin and piano",0,Misc.
464,95,"Prelude no. 2, for violin and piano",0,Misc.
465,96,"Allegretto in E major, for violin and piano, TrV295",0,Misc.
466,96,"Violin Sonata in E flat major, op. 18, TrV151",0,Sonata
467,97,"Dancer on a Tightrope, for violin and piano",0,Misc.
468,98,"5 Pezzi for Violin and Piano, P.62",0,Misc.
469,98,"6 Pezzi for Violin and Piano, P.31",0,Misc.
470,98,"Allegretto vivace, for violin and piano",0,Misc.
471,98,"Giga, for violin and piano, P.15b",0,Misc.
472,98,"Sarabanda, for violin and piano, P.15a",0,Misc.
473,98,"Violin Sonata in B minor, P.110",0,Sonata
474,98,"Violin Sonata in D minor, P.15",0,Sonata
475,99,"Sonatina, for violin and piano",0,Misc.
476,99,"Three Spirals, for violin and piano",0,Misc.
477,99,"Variations, for violin with piano",0,Misc.
478,100,"Violin Phase, for violin and tape",0,Misc.
479,101,"Mazurka-Oberek, for violin and piano in D",0,Misc.
480,101,"Meditation, for violin and piano in D major, op. 32",0,Misc.
481,102,"Melismata, for violin",0,Misc.
482,103,"Ukranian Dance, for violin and piano",0,Misc.
483,104,"9 Landler for Violin, D.370",0,Misc.
484,104,"Bagatelle for Violin and Piano, op. 13, no. 9, ""Die Biene""",0,Misc.
485,104,"Fantasia in C for Violin and Piano, D.934, op. posth.159, ""Sei mir gegrüsst!""",0,Misc.
486,104,"Rondo for Violin and Piano in B minor, D. 895, op. 70, ""Rondeau brillant""",0,Misc.
487,104,"Violin Sonata in A major, op. 162, D.574",0,Sonata
488,104,"Violin Sonata  in A minor, D.385, op.  posth.137, no. 2",0,Sonata
489,104,"Violin Sonata  in D major, D.384, op. posth.137, no. 1",0,Sonata
490,104,"Violin Sonata  in G minor, D.408, op. posth.137, no. 3",0,Sonata
491,105,"Swedish Dances, 15 pieces in 2 books for violin and piano, op. 63",0,Misc.
492,106,"5 Melodies for Violin and Piano, op. 35bis",0,Misc.
493,106,Serenade for Violin and Piano,0,Misc.
494,106,"Sonata for Solo Violin in D major, op. 115",1,Sonata
495,106,"Violin Sonata no. 1 in F minor, op. 80",0,Sonata
496,106,"Violin Sonata no. 2 in D major, op. 94bis",0,Sonata
497,107,"2 Pieces for Violin and Piano, op. 2",0,Misc.
498,107,"3 Pieces for Violin and Piano, op. 116",0,Misc.
499,107,"4 Pieces for Violin and Piano, op. 78",0,Misc.
500,107,"4 Pieces for Violin and Piano, op. 115",0,Misc.
501,107,"5 Pieces for Violin and Piano, op. 81",0,Misc.
502,107,"6 Pieces for Violin and Piano, op. 79",0,Misc.
503,107,"A Happy Musician, for solo violin",1,Misc.
504,107,"Allegretto in A major, for solo violin, JS deest",1,Misc.
505,107,"Impromptu in G minor, for solo violin, JS deest",1,Misc.
506,107,"Mazurka in C major, for solo violin, JS deest",1,Misc.
507,107,"Moderato-Maestoso in E flat major, for violin and piano, JS 132",0,Misc.
508,107,Violin Sonata in A minor,0,Sonata
509,107,"Violin Sonata in F major, JS 178",0,Sonata
510,108,Sonata for Violin Solo in E minor,1,Sonata
511,109,"2 Pieces for Violin and Piano, op. 6",0,Misc.
512,110,"4 Romantic Pieces, for violin and piano, op. 75",0,Misc.
513,110,"Ballad in D minor, for violin and piano, B.139, op. 15, no. 1",0,Misc.
514,110,"Mazurek, for violin and piano, op. 49",0,Misc.
515,110,"Violin Sonata in F major, B.106, op. 57",0,Sonata
516,110,"Violin Sonatina in G major, op. 100",0,Misc.
517,111,"Violin Sonata in B flat major, H.513, Wq.77",0,Sonata
518,111,"Violin Sonata in B flat major, H.543",0,Sonata
519,111,"Violin Sonata in B minor, Wq.76, H.512",0,Sonata
520,111,"Violin Sonata in C major, Wq.73",0,Sonata
521,111,"Violin Sonata in C minor, H.514, Wq.78",0,Sonata
522,111,"Violin Sonata in C minor, H.579, Wq.161, no. 1",0,Sonata
523,111,"Violin Sonata in D major, H.502, Wq.71",0,Sonata
524,112,Duo for Violin and Piano in D major,0,Misc.
525,112,Duo for Violin and Piano in D minor,0,Misc.
526,113,"Violin Sonata no. 21 in E minor, K.304",0,Sonata
527,113,"Violin Sonata no. 35 in A major, K.526",0,Sonata
528,113,"Violin Sonata no. 1 in C major, K.6",0,Sonata
529,113,"Violin Sonata no. 2 in D major, K.7",0,Sonata
530,113,"Violin Sonata no. 3 in B flat major, K.8",0,Sonata
531,113,"Violin Sonata no. 4 in G major, K.9",0,Sonata
532,113,"Violin Sonata no. 5 in B flat major, K.10",0,Sonata
533,113,"Violin Sonata no. 6 in G major, K.11",0,Sonata
534,113,"Violin Sonata no.  7 in A major, K.12",0,Sonata
535,113,"Violin Sonata no. 8 in F major, K.13",0,Sonata
536,113,"Violin Sonata no. 9 in C major, K.14",0,Sonata
537,113,"Violin Sonata no. 10 in B flat major, K.15",0,Sonata
538,113,"Violin Sonata no. 11 in E flat major, K.26",0,Sonata
539,113,"Violin Sonata no. 12 in G major, K.27",0,Sonata
540,113,"Violin Sonata no. 13 in C major, K.28",0,Sonata
541,113,"Violin Sonata no. 14 in D major, K.29",0,Sonata
542,113,"Violin Sonata no. 15 in F major, K. 30",0,Sonata
543,113,"Violin Sonata no. 16 in B flat major, K.31",0,Sonata
544,113,"Violin Sonata no. 17 in C major, K.296",0,Sonata
545,113,"Violin Sonata no. 18 in G major, K.301",0,Sonata
546,113,"Violin Sonata no. 19 in E flat major, K.302",0,Sonata
547,113,"Violin Sonata no. 20 in C major, K.303",0,Sonata
548,113,"Violin Sonata no. 22 in A major, K.305",0,Sonata
549,113,"Violin Sonata no. 23 in D major, K.306",0,Sonata
550,113,"Violin Sonata no. 24 in F major, K.376",0,Sonata
551,113,"Violin Sonata no. 25 in F major, K.377",0,Sonata
552,113,"Violin Sonata no. 26 in B flat major, K.378",0,Sonata
553,113,"Violin Sonata no. 27 in G major, K.379",0,Sonata
554,113,"Violin Sonata no. 28 in E flat major, K.380",0,Sonata
555,113,"Violin Sonata no. 29 in A major, K.402",0,Sonata
556,113,"Violin Sonata no. 30 in C major, K.403",0,Sonata
557,113,"Violin Sonata no. 31 in C major, K.404",0,Sonata
558,113,"Violin Sonata no. 32 in B flat major, K.454",0,Sonata
559,113,"Violin Sonata no. 33 in E flat major, K.481",0,Sonata
560,113,"Violin Sonata no. 36 in F major, K.547, ""For Beginners""",0,Sonata
561,114,"2 Waltzes, S.208a, for violin and piano",0,Misc.
562,114,"Benedictus and Offertorium, for violin and piano, S.381, R.465",0,Misc.
563,114,"Die drei Zigeuner, for violin and piano, S.383",0,Misc.
564,114,"Duo Sonata, for violin and piano, S.127",0,Sonata
565,114,"Elegie no. 1, for violin, piano and harmonium, S.130ter",0,Misc.
566,114,"Elegie no. 2, for violin  and piano, S.131",0,Misc.
567,114,"Epithalam zu Eduard Reményis Vermählungsfeier, for violin and piano, S.129",0,Misc.
568,114,"Grand Duo concertant sur la Romance de 'Le Marin', for violin and piano, S.128 and S.700h",0,Misc.
569,114,"La Lugubre gondola, for violin and piano, S.134bis",0,Misc.
570,114,"La notte, for violin and piano, S.377a",0,Misc.
571,115,"Berceuse - Petite reine, for violin and piano",0,Misc.
572,115,"Etudes caracteristiques, for solo violin, op. 24",1,Misc.
573,115,"Mazurka, for violin and piano",0,Misc.
574,115,"Romance for Violin and Piano in C minor, op. 1",0,Misc.
575,115,"Violin Sonata in E minor, op. 82",0,Sonata
576,116,"Prelude, for violin  solo in G minor, ZN 773",0,Misc.
577,116,"Prelude in G minor for Solo Violin, Z.773",1,Misc.
578,117,"Sonata for Solo Violin, H.143",1,Sonata
579,117,"Violin Sonata in D minor, H.3",0,Sonata
580,117,"Violin Sonata no. 1, H.17",0,Sonata
581,117,"Violin Sonata no. 2, H.24",0,Sonata
582,118,"Violin Sonata, FP119",0,Sonata
583,119,"3 Miniatures, for violin and piano",0,Misc.
584,119,La Follia Per Violino Solo,0,Misc.
585,119,"Sonata no. 1, for violin and piano",0,Sonata
586,119,Violin Sonata no. 1,0,Sonata
587,119,Violin Sonata no. 2,0,Sonata
588,120,"German Dance, for violin and piano",0,Misc.
589,121,"Theme and 5 Variations in E major, for violin and piano",0,Misc.
590,122,"Z domoviny, 2 pieces for violin and piano, JB 1:118",0,Misc.
591,123,"Distance de fée, for violin and piano, SJ1050",0,Misc.
592,123,"Elegy, for violin and piano",0,Misc.
593,124,"2 Esbozos, for violin and piano",0,Misc.
594,124,"7 Cançons Valencianes, for violin and piano",0,Misc.
595,124,"Capriccio, for violin",0,Misc.
596,124,"Sonata pimpante, for violin and piano",0,Sonata
597,125,Violin Sonata no. 1,0,Sonata
598,125,Violin Sonata no. 2,0,Sonata
599,125,Violin Sonata no. 3,0,Sonata
600,125,Violin Sonata no. 4: Children's Day At the Camp Meeting,0,Sonata
601,126,"Sonata-Monologue, for solo violin",1,Sonata
602,126,"Song-Poem, ‘In Honour of an Ashugh’, for violin and piano",0,Misc.
603,126,"Violin Sonata in G minor, op. 1",0,Sonata
